,SS siCtrl set 1,SS siCtrl set 2,SS siCtrl set 3,SS siCtrl set 4,SS siChchd10 set 1,SS siChchd10 set 2,SS siChchd10 set 3,SS siChchd10 set 4,AA siCtrl set 1,AA siCtrl set 2,AA siCtrl set 3,AA siCtrl set 4,AA siChchd10 set 1,AA siChchd10 set 2,AA siChchd10 set 3,AA siChchd10 set 4
Gm6153,0,4,4,3,2,1,7,5,0,1,3,3,4,6,2,5
Ngef,521,613,640,507,1568,1526,1341,1366,1539,1613,1486,1295,2299,2480,2419,3518
Snorc,0,0,3,0,1,2,0,1,2,1,2,1,2,2,1,8
Kcnj13,13,11,16,9,4,14,18,4,13,8,14,16,13,6,4,15
Gm22549,0,5,0,0,1,2,1,0,2,2,3,0,0,0,0,0
Gigyf2,4686,5905,5679,5344,6010,6248,5800,5405,5172,4686,4352,4182,4890,5294,4615,7529
Gm41911,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,1
Efhd1,15,19,28,21,18,22,9,23,0,1,3,1,3,1,4,1
Gm26187,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Eif4e2,3633,4378,4347,3988,3921,4275,4369,4287,3894,3857,3670,3440,3630,3960,3622,5503
Chrng,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
Chrnd,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Prss56,1,3,4,1,2,1,3,0,3,0,0,1,2,1,0,2
Gm33292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecel1,2,2,4,1,4,2,0,1,0,0,1,0,0,1,0,0
Akp3,0,2,0,2,7,7,1,3,7,4,2,5,2,2,3,6
Alpi,75,74,92,73,439,421,434,376,95,73,61,62,169,215,223,324
Alppl2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm29371,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,1
Gm41910,3,5,0,3,6,3,2,5,7,4,1,12,0,1,1,7
Akp-ps1,2,4,0,3,8,6,3,1,2,2,6,1,1,0,1,3
Gm28375,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0
Gm41909,0,0,0,0,0,0,6,0,4,0,0,0,1,0,0,0
Gm6136,286,386,360,334,282,321,381,312,313,294,320,264,268,300,284,423
Dis3l2,543,694,677,639,663,656,711,604,834,814,823,767,729,767,703,1040
Nppc,0,0,0,0,0,0,0,1,1,2,1,0,3,3,0,4
Gm41908,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0
Cops7b,1216,1473,1552,1344,1372,1480,1489,1567,1561,1477,1380,1294,1488,1670,1549,2535
Pde6d,1261,1699,1425,1525,1584,1596,1710,1680,1499,1297,1346,1177,1347,1582,1441,2312
Ptma,61509,64942,68463,68650,67761,71923,79108,75483,56597,50076,49228,46700,60836,66915,62300,98507
Rpl30-ps6,2,0,1,0,0,0,2,3,0,1,0,2,2,0,1,1
Gm41907,9,3,1,1,2,6,2,6,4,1,0,3,3,0,2,7
Gm32758,0,0,1,0,0,2,1,6,0,2,0,1,4,0,3,3
Gm32700,1,3,0,2,3,2,6,10,4,6,7,1,7,3,10,9
Tex44,1,1,1,0,0,1,0,0,0,2,2,1,1,0,0,2
Nmur1,0,1,0,0,0,0,0,2,2,1,3,0,1,3,0,1
C130036L24Rik,52,75,84,62,89,82,75,70,133,107,100,134,105,116,115,176
Snord82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm24148,3,17,15,3,9,6,14,3,12,4,3,3,3,0,2,6
Snora75,2,10,4,4,5,10,3,4,10,7,2,9,1,3,4,8
Ncl,61152,67951,70515,64475,54270,61251,70362,59579,44917,39762,38715,39195,46505,50304,41082,72790
Gm5258,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
B3gnt7,8,2,2,3,0,3,3,1,0,2,0,0,8,5,3,1
Gm28626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16341,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Gm46098,3,7,7,3,7,13,5,6,31,16,20,21,25,23,23,56
Armc9,1013,1238,1168,1098,1321,1319,1327,1346,1086,956,1003,899,1069,1132,1094,1719
Htr2b,15,28,24,15,20,31,31,29,32,24,24,32,24,10,15,26
Gm22786,1,4,6,2,1,2,0,3,2,4,5,6,1,0,2,2
Psmd1,10117,10727,11655,10869,10130,10889,11646,11117,11602,10540,10417,9948,11759,12683,11340,17991
2810459M11Rik,0,0,3,5,9,13,14,5,2,4,8,2,17,19,22,27
Spata3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
Gm18180,13,18,15,22,6,12,10,14,9,6,7,7,16,12,9,17
Gm41905,0,1,0,2,2,3,0,0,0,5,0,0,3,1,1,2
Gpr55,6,3,6,6,46,25,33,48,66,71,80,76,543,746,558,844
4933407L21Rik,1,0,0,0,0,0,0,0,6,3,4,2,5,7,13,13
Gm51745,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Gm32302,0,0,0,0,1,0,0,2,3,2,0,4,1,0,1,3
Itm2c,3695,4747,4340,4545,4806,4793,4907,4993,5231,5549,5276,4908,6843,8089,6907,9988
Cab39,8059,9731,9840,8459,9589,10562,10547,9925,10483,10429,10008,9780,11054,11670,10069,17083
A630001G21Rik,49,47,67,37,36,32,33,40,165,151,152,175,109,106,94,199
Sp100,169,202,181,166,135,135,143,124,133,137,141,132,122,85,104,164
Sp140,57,48,62,75,51,52,46,48,82,70,82,75,89,72,61,110
Sp110,24,27,15,19,7,21,18,12,5,2,0,0,0,3,2,4
Gm2666,0,0,0,0,0,0,1,1,0,2,2,2,0,0,5,1
Gm7281,0,1,3,0,1,4,0,1,1,1,1,5,0,3,1,1
Gm7592,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Gm2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C130026I21Rik,1,2,3,0,7,6,2,1,0,0,0,1,0,2,2,3
Gm7609,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Gm38510,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gm35498,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
A530040E14Rik,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
A530032D15Rik,19,49,27,20,16,34,24,17,20,47,30,45,31,38,24,44
Gm18342,0,2,1,0,0,2,2,1,0,0,0,0,0,1,1,3
Gm2389,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
Gm53056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7582,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,4
Rpl19-ps1,15,26,22,21,24,12,20,10,14,11,9,6,7,15,9,18
Gm15433,1,0,5,8,1,3,1,4,0,0,0,0,0,2,0,0
Gm39669,0,3,0,1,0,2,0,0,0,3,0,0,1,0,0,1
Slc16a14,15,25,21,30,31,16,14,11,76,93,83,85,49,62,50,92
Fbxo36,302,354,316,363,520,526,490,529,251,247,212,184,276,365,289,457
Trip12,18086,22223,22631,20022,21381,23345,23178,21854,20752,19691,18606,18209,21458,22126,19758,29863
Gm51637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dner,0,0,0,0,1,0,2,0,0,2,0,0,2,1,0,0
Gm18304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pid1,0,0,0,0,0,0,0,0,2,4,1,2,27,40,32,47
Gm51636,0,3,0,2,1,1,0,2,2,0,1,1,0,2,1,3
Gm6374,4,2,1,3,1,0,0,5,0,1,1,0,1,0,1,6
Sphkap,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm6244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Daw1,14,15,7,18,16,15,6,11,2,4,1,0,2,3,1,4
Ccl20,1434,1444,1185,1185,1780,2057,2136,2143,706,609,578,495,1878,2309,1795,2921
Krtap28-13,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1
Gm7539,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
Slc19a3,2,8,1,1,6,8,2,6,3,15,7,1,5,4,3,2
Gm7553,2,1,2,0,2,3,1,2,3,2,2,1,2,2,0,4
Agfg1,11219,13656,13716,12018,13829,14791,14548,13867,13655,13391,12678,11896,13890,14781,12818,20490
Gm34450,7,18,11,11,14,36,34,26,10,15,16,12,19,9,21,22
Gm17764,0,2,0,0,0,4,2,7,4,2,2,5,3,7,4,9
Gm34286,9,24,21,22,22,27,25,26,17,29,23,33,31,26,31,31
Gm19257,0,0,0,2,0,0,0,0,5,1,0,0,1,0,1,0
Tm4sf20,9,3,4,6,14,21,20,19,1205,1145,1064,919,2595,3389,2615,4163
Gm39668,117,212,160,102,168,164,114,118,155,134,172,147,74,68,51,134
Mff,3461,4379,4077,3838,3947,3898,4278,4076,3784,3576,3507,3400,3538,3689,3346,5368
C430014B12Rik,3,6,2,3,2,4,3,9,6,5,12,5,9,5,8,15
Col4a3,6,5,7,11,10,9,7,7,26,21,17,29,33,16,13,27
Col4a4,11,17,15,8,11,14,13,8,18,24,16,15,11,5,16,21
Gm46095,9,3,9,1,3,12,7,0,2,1,0,0,0,6,0,4
Rhbdd1,2808,4093,3490,3149,3448,3615,3670,3644,3310,3514,3290,3350,3719,4334,3616,5690
Irs1,1652,2519,2057,1895,2005,2092,1962,1876,1492,1568,1437,1377,1779,1677,1581,2719
Gm7516,3,2,4,5,3,1,2,4,1,1,1,0,0,3,1,0
Gm5530,24,27,14,20,31,23,19,31,34,40,27,20,17,28,29,41
Gm6198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nyap2,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0
Dock10,51,20,29,23,14,16,15,19,6,1,3,1,6,2,4,4
1700016L21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Gm38673,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
Gm6189,2,1,1,3,7,1,5,4,0,0,2,1,1,4,2,3
Gm39667,8,13,5,4,12,10,15,7,11,10,8,3,20,8,17,31
Cul3,9433,10856,10660,9845,9997,10993,11496,10209,8825,8290,7781,7957,9634,10011,8209,14020
Gm34098,0,1,1,0,1,0,2,0,0,0,1,2,2,0,1,0
2310015K22Rik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOC108167342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam124b,0,0,5,0,0,0,2,0,1,0,0,0,0,1,0,0
Gm23934,0,1,4,1,1,1,3,4,0,1,0,1,0,1,1,3
Gm33970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28071,1,2,0,1,2,0,3,0,2,0,0,1,0,0,0,1
Gm5529,27,37,29,24,16,19,19,22,26,19,7,13,9,15,15,26
Serpine2,2032,2534,2482,2327,1868,1994,2254,2255,139,17,0,0,0,2,0,0
Gm39666,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
Mrpl44,1221,1301,1306,1303,1183,1174,1264,1308,1141,1082,1039,996,1124,1291,1108,1690
Wdfy1,444,621,540,424,529,485,450,405,1889,2125,1969,1723,2512,2655,2316,3941
Ap1s3,109,185,155,140,164,164,145,170,93,90,84,90,130,120,94,164
Gm24160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scg2,13,13,15,12,25,26,38,33,17,15,18,10,131,163,112,164
Gm5830,5,16,8,12,11,15,9,13,17,12,9,17,6,10,18,16
Kcne4,1,0,0,0,1,4,0,1,2,0,1,2,2,1,0,2
Gm29536,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
Gm6159,13,23,21,25,17,24,23,27,16,24,13,18,14,24,21,21
Gm33693,0,5,1,0,0,1,2,3,3,1,1,1,3,1,0,3
Gm38631,16,12,12,5,17,14,12,15,6,4,8,9,11,8,17,13
Gm29611,1,2,2,1,0,2,3,0,0,0,0,0,0,0,0,0
Gm51634,0,1,0,0,0,1,0,0,0,3,1,1,3,0,1,0
Gm2102,23,59,30,33,27,15,28,24,0,1,1,0,0,0,0,0
Gm33152,5,0,1,3,2,2,2,1,0,0,0,0,0,0,0,0
Pax3,289,378,315,306,358,358,365,355,19,4,0,0,0,0,0,0
Gm26263,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm33030,2,0,1,0,0,2,2,1,0,0,2,0,2,8,2,4
Gm33083,2,2,5,2,2,1,2,3,3,1,4,1,1,6,1,1
Gm32974,0,3,0,0,1,1,1,3,0,0,1,1,1,1,0,0
Gm32793,5,4,10,7,8,16,13,5,3,9,5,3,16,21,7,17
Mir6352,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Epha4,8316,10430,10633,9019,9431,10006,10119,9312,11996,12380,11743,11940,10644,10077,9362,14896
Tfdp1-ps,1,0,3,0,0,2,2,0,2,0,1,0,0,0,2,1
Gm2060,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Gm17751,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Gm32737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29065,1,0,0,1,1,1,1,0,2,2,0,0,9,6,8,11
Gm32622,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
Gm5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Slc4a3,342,482,459,339,424,406,446,334,395,387,413,369,214,222,197,385
Gm15183,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Stk11ip,1056,1399,1392,1257,1441,1440,1383,1425,1163,1130,1054,1047,1184,1240,1120,1689
Inha,155,267,262,171,299,266,230,192,637,660,604,587,314,300,282,521
Obsl1,2447,2718,3151,2828,2872,2782,2641,2668,4932,4786,4531,4428,4060,4092,3933,6072
Tmem198,42,63,68,40,52,63,47,50,94,111,94,87,77,64,60,135
Chpf,1560,1748,1962,1931,1817,1920,2058,2001,2326,2243,2190,1971,3272,3617,3234,4543
Gm32506,6,6,3,3,1,3,3,4,1,2,1,0,3,0,0,2
Asic4,1,5,1,2,2,3,2,2,3,4,7,8,5,0,5,2
Gmppa,1048,1510,1397,1484,1747,1624,1637,1591,1736,1687,1698,1504,1454,1611,1472,2314
Speg,600,867,840,707,744,675,584,690,90,44,26,41,22,17,13,22
Gm15179,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Des,136,188,144,115,222,220,188,172,21,13,15,13,15,20,10,17
Dnpep,3563,3993,3888,4090,4360,4042,4286,4311,3842,3639,3547,3177,3393,3674,3593,5572
Resp18,7,13,6,8,25,12,19,24,6,5,5,6,6,5,2,11
Ptprn,3834,5622,5526,5016,6252,6222,5892,6004,3615,3570,3585,3385,2932,3192,2937,4110
Dnajb2,2362,2774,2865,2826,2895,3136,3232,3027,2791,2451,2567,2183,2632,2869,2814,4316
A630095N17Rik,2,1,4,1,6,5,1,1,3,0,1,2,1,2,4,7
Tuba4a,6887,7518,8065,7963,8472,8920,10003,9728,7638,6966,7092,6821,7871,9036,7894,12524
Stk16,2906,3385,3459,3284,3582,3586,3837,3653,4109,3991,3771,3716,4290,4792,4249,6615
Glb1l,205,313,271,215,313,326,282,241,538,540,545,564,378,347,359,625
Ankzf1,557,819,684,559,817,755,717,685,1019,1049,986,1003,630,651,631,1027
Atg9a,1638,2027,2006,1941,2353,2194,2002,2170,2891,2770,2758,2496,2516,2494,2424,3703
Abcb6,1403,1902,1725,1688,2038,1960,2115,1799,2275,2238,2229,1774,1654,1821,1511,2432
Zfand2b,538,732,656,605,621,642,646,657,678,604,594,480,412,518,483,779
Retreg2,3720,4565,4358,4176,5096,5044,4868,5012,4539,4406,4230,3672,4792,5393,4926,7246
Cnppd1,1464,1960,1863,1792,2065,1894,1866,1721,2493,2598,2462,2370,2270,2529,2030,3395
Slc23a3,7,8,9,12,14,13,16,17,68,61,63,68,76,89,93,97
Nhej1,129,161,130,117,132,140,141,136,150,111,124,124,117,177,135,220
Ihh,18,13,18,23,25,26,9,12,10,8,11,12,12,11,17,24
Cfap65,0,1,0,0,1,4,0,0,7,1,0,0,0,2,0,0
Cryba2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdk5r2,24,36,22,26,15,18,33,20,3,1,2,3,4,4,3,4
Gm16582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32275,7,7,8,4,18,18,10,17,9,2,4,6,6,8,2,3
Wnt10a,1934,2235,2174,2249,2660,2719,3151,2927,152,25,5,1,9,7,11,14
Gm32099,2,3,3,4,4,3,4,4,0,0,0,0,0,0,0,0
Gm29539,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Wnt6,12,18,13,14,21,8,13,10,0,0,1,0,0,0,0,1
Prkag3,12,18,13,19,5,7,3,2,24,16,4,18,8,2,6,11
Cyp27a1,122,200,155,133,188,159,186,140,109,82,79,67,39,53,51,89
Ttll4,6206,8028,8585,6655,6327,7121,6878,6479,7243,7043,6855,6979,5133,4753,4523,8008
Stk36,369,446,359,342,543,499,441,473,546,473,419,392,427,418,362,642
Rnf25,857,1092,1053,966,1019,1119,1026,992,1061,988,900,859,923,1093,1000,1627
Bcs1l,1151,1313,1294,1272,1146,1071,1253,1140,1185,1188,1108,986,1080,1168,1047,1631
Zfp142,1049,1461,1465,1267,1421,1526,1296,1181,1430,1474,1408,1300,1546,1489,1525,2276
Plcd4,26,25,34,20,24,33,19,22,64,59,51,64,68,54,63,97
Cnot9,3437,3886,4266,3826,3572,3834,4221,4042,3463,3277,3148,2973,3201,3356,3145,5137
Usp37,2242,2684,2695,2439,2460,2744,2819,2580,2604,2480,2345,2508,2556,2483,2242,3947
Vil1,2886,3288,3495,3265,6010,6324,5891,5986,4399,4179,4223,3804,6973,7823,7020,9687
Mir26b,0,0,0,0,1,3,1,2,1,3,3,1,15,0,1,0
Ctdsp1,3954,4262,5092,4609,4442,4984,4977,4757,6202,6104,5813,5369,7171,7460,6815,10275
Slc11a1,24,19,21,32,11,15,24,23,12,17,11,10,32,28,30,46
Catip,9,13,7,5,11,9,10,6,5,6,6,7,9,10,7,15
Tmbim1,2405,3117,2859,2779,3315,3285,3314,3311,3856,4120,3953,3683,3316,3535,3141,5069
Pnkd,2626,3168,3087,3122,2435,2411,2382,2357,2876,2786,2687,2357,1999,2143,2074,3369
Gm28364,10,10,17,8,14,18,14,8,32,24,31,31,9,15,7,31
Aamp,4653,5291,5371,5245,5543,5524,5821,5703,5017,4421,4555,4043,5297,5950,5407,8241
Gpbar1,7,3,4,5,9,14,5,5,6,10,2,11,0,0,5,3
Arpc2,15698,18246,18075,17189,18892,19824,20912,19817,15953,14842,14604,14033,15897,17689,15758,26040
Gm25524,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm31691,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cxcr1,0,0,1,0,6,3,2,3,0,0,0,0,0,1,0,0
Cxcr2,5,15,6,6,28,38,33,26,9,3,2,0,5,12,6,11
Rufy4,325,481,367,328,643,612,587,579,240,276,212,156,255,276,243,468
Gm31637,0,0,1,0,1,3,0,1,0,2,0,0,0,0,0,2
Gm39664,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2
Tns1,4282,5862,5611,5175,6761,6581,6035,5867,3447,3595,3500,3093,5526,5846,5390,7236
Mir6351,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm29183,4,3,3,0,1,3,5,9,1,0,0,1,3,1,2,7
6030407O03Rik,0,0,1,1,4,3,1,2,16,6,5,2,19,29,19,29
C530043A13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinc,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0
Gm31344,0,2,0,3,0,0,0,1,0,0,0,1,4,2,3,6
Gm31254,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
1700027A15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnp1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm31137,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm17846,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Gm31047,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Gm51633,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,4
Gm9551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp5,141,153,185,152,107,114,91,105,2202,2518,2205,1906,4012,3671,3858,5415
Igfbp2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm30847,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Gm30788,1,2,3,0,1,0,0,0,0,1,0,0,2,0,0,0
Gm39663,1,5,4,5,2,3,2,1,3,2,0,1,2,2,2,3
Gm51632,2,7,2,0,2,5,5,8,9,1,0,3,4,0,1,4
Rpl37a,13117,17105,14677,15859,14882,14619,16840,16038,13736,12391,12410,11091,11423,13075,11207,19857
Gm18035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ankar,0,0,0,0,2,1,0,0,0,3,1,1,0,0,0,0
Gm39662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Smarcal1,1583,1851,1892,1722,1791,1835,1836,1679,2301,2220,2116,2140,1904,2158,1976,3003
Gm15843,2,3,0,4,1,6,2,0,3,3,5,5,1,6,4,1
Marchf4,40,59,57,45,37,55,47,29,9,4,13,3,23,25,26,35
Gm39661,1,0,0,1,0,3,0,1,2,0,1,2,1,0,1,2
Xrcc5,2266,2460,2607,2512,2607,2653,2753,2651,2523,2270,2282,2114,2798,3268,2910,4536
Gm51631,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Tmem169,10,14,16,10,13,2,1,10,6,4,5,4,5,21,8,10
Pecr,512,702,589,507,543,622,578,598,447,389,418,350,436,425,350,653
Gm25939,3,4,1,3,12,5,5,2,2,2,3,2,4,7,2,8
Gm24497,1,1,0,3,3,2,3,1,1,1,3,2,0,0,0,0
D230017M19Rik,49,94,61,66,75,84,56,66,64,57,52,66,54,41,52,97
Gm23472,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0
Gm25360,1,1,0,4,4,1,3,1,3,3,2,1,1,0,2,1
Gm51630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mreg,120,144,156,142,168,175,195,174,162,153,127,138,381,530,408,620
Gm4319,6,2,1,1,3,4,2,0,2,1,0,0,1,0,0,0
Gm8885,11,3,6,14,4,4,5,6,7,9,4,14,1,2,4,5
Gm5528,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4933417E11Rik,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0
Gm28818,3,5,2,4,7,8,7,2,5,0,1,2,0,2,0,1
Gm8883,10,13,28,15,29,32,30,45,1,0,1,0,1,2,1,1
Gm45958,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Gm30308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm30160,0,2,2,2,1,9,5,1,5,1,2,2,3,1,2,1
Gm39660,2,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0
Gm5256,6,8,4,3,7,4,6,3,6,1,5,2,5,1,3,10
Gm5829,3,3,2,3,1,1,2,5,3,1,2,3,3,2,6,0
Gm46094,7,22,17,11,12,8,5,16,9,5,3,10,1,1,2,13
Gm19003,2,2,5,3,7,1,3,0,2,0,1,0,0,0,0,0
Apol7d,66,119,80,85,79,78,88,75,32,29,23,22,20,18,4,23
Fn1,72112,104946,106121,94973,121388,119237,104716,105835,71748,75380,70210,63789,68741,65136,65231,85638
Atic,11660,13384,13871,13098,11289,12075,13662,12725,10111,9056,9123,8713,9772,10685,9778,14454
Gm6947,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
Abca12,7,5,7,4,5,3,10,3,2,0,0,0,0,0,0,0
Gm8870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bard1,2175,2700,2870,2468,2104,2440,2562,2431,1877,1809,1774,1761,1312,1265,1264,2116
Gm8859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29906,3,16,1,5,2,3,4,2,6,1,7,3,0,2,4,3
Vwc2l,1,1,1,0,3,2,0,4,0,1,0,0,0,0,0,2
LOC115487661,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm17972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spag16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29822,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
Ikzf2,376,579,484,363,320,320,334,290,1382,1475,1228,1291,941,792,758,1241
Gm28497,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pced1c-ps,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Gm51744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm39658,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOC115487097,114,211,167,120,168,193,152,99,180,204,188,186,191,150,134,286
Rpl31-ps14,5,7,2,5,2,3,2,1,0,3,3,5,2,3,0,7
Gm27934,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
Gm15793,11,14,10,7,15,10,18,12,12,4,18,8,6,6,5,17
Gm46093,179,366,294,142,217,312,169,202,294,299,265,272,199,150,138,330
Gm18034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm51629,0,0,0,2,0,1,6,1,0,2,8,0,0,1,0,0
Gm8805,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm28923,0,1,1,0,2,0,1,0,0,0,0,0,0,2,0,0
Pth2r,3,2,6,5,11,6,8,10,4,3,7,7,13,7,6,7
Pikfyve,3856,4964,5055,4048,4148,4782,4659,4218,3716,3540,3211,3362,3047,2912,2715,4528
Idh1,6258,6986,7012,6633,10165,10476,9755,9227,7859,7071,7359,6410,9429,10461,8989,14579
Gm36358,2,0,7,1,7,1,2,1,1,0,0,0,0,3,0,3
D630023F18Rik,7,11,5,3,14,16,12,13,3,7,7,8,5,15,9,18
Cryga,0,0,0,0,0,0,1,2,1,3,0,1,1,0,0,1
Gm7329,21,28,14,15,23,14,15,19,23,33,24,28,24,15,21,30
Cryge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8550,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Akr1cl,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Rpl10a-ps1,328,396,367,380,316,315,401,352,316,331,318,299,257,314,304,483
Gm51627,1,1,0,0,3,4,0,0,0,1,1,0,0,1,2,4
Rpl31-ps24,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0
Gm51628,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm18633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plekhm3,357,519,491,416,378,418,444,374,598,627,563,570,453,443,399,696
Fzd5,4691,5937,6016,5195,7102,7227,6676,6443,9777,10719,9968,10041,9005,9279,8283,13679
Ccnyl1,1501,1688,1848,1534,1405,1632,1821,1670,1436,1417,1334,1370,1415,1369,1272,2091
2810408I11Rik,361,407,379,427,319,395,447,464,208,158,185,135,164,213,209,324
Gm29152,0,0,3,0,1,0,0,2,0,1,2,0,0,1,0,0
Mettl21a,609,768,707,688,747,772,798,736,688,619,565,569,548,556,539,867
Creb1,4551,5858,5668,4695,4553,5123,5042,4455,4463,4361,4052,4152,3414,3365,2814,5081
Gm36148,0,0,0,0,0,2,2,3,0,3,0,1,1,2,0,0
Gm35803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
